name	TCGA-AG-4007-01A	TCGA-AD-6964-01A	TCGA-AG-A01Y-11A	TCGA-AG-3887-01A	TCGA-AA-3664-01A	TCGA-AA-A01G-01A	TCGA-AA-A03J-11A	TCGA-AG-3885-01A	TCGA-AA-3510-11A	TCGA-A6-6780-01B	TCGA-AA-3715-01A	TCGA-AG-4001-01A	TCGA-A6-A567-01A	TCGA-AG-3890-01A	TCGA-A6-5659-01A	TCGA-AG-4015-01A	TCGA-AA-3675-01A	TCGA-AA-3509-01A	TCGA-AA-A03F-11A	TCGA-AG-A008-01A	TCGA-AF-3913-01A	TCGA-AG-A00Y-01A	TCGA-AA-A03J-01A	TCGA-AA-A02W-01A	TCGA-AA-A03F-01A	TCGA-AG-3896-01A	TCGA-AG-4008-01A	TCGA-AA-3966-01A	TCGA-A6-2682-01A	TCGA-AA-3494-01A	TCGA-AA-3692-01A	TCGA-A6-A56B-01A	TCGA-AA-3516-01A	TCGA-AG-A01W-11A	TCGA-AG-A00H-01A	TCGA-AA-3666-01A	TCGA-AG-3892-01A	TCGA-F5-6814-01A	TCGA-AG-3582-01A	TCGA-A6-5656-01A	TCGA-AA-3861-01A	TCGA-AA-3510-01A	TCGA-AZ-6601-01A	TCGA-AG-4005-01A	TCGA-AG-A020-01A	TCGA-AZ-4684-01A	TCGA-AA-A00N-01A	TCGA-AA-A01P-01A	TCGA-A6-2679-01A	TCGA-AA-A01P-11A	TCGA-AA-3529-01A	TCGA-NH-A50T-01A	TCGA-A6-6650-01A	TCGA-A6-2677-01A	TCGA-AA-A02Y-01A	TCGA-QG-A5Z2-01A	TCGA-AA-A01V-01A	TCGA-AA-A01T-01A	TCGA-AA-3553-01A	TCGA-AA-3514-11A	TCGA-AA-3495-11A	TCGA-CM-4748-01A	TCGA-AZ-4313-01A	TCGA-AG-3901-01A	TCGA-AA-A01I-01A	TCGA-A6-3808-01A	TCGA-AA-3548-01A	TCGA-AA-A01X-11A	TCGA-AG-A01N-01A	TCGA-AA-A01Q-01A	TCGA-A6-3807-11A	TCGA-CM-4750-01A	TCGA-A6-3809-01B	TCGA-AG-3909-01A	TCGA-AG-3894-01A	TCGA-AZ-4308-01A	TCGA-AA-3555-01A	TCGA-AA-3693-01A	TCGA-AG-A002-01A	TCGA-AA-A02K-01A	TCGA-A6-5659-01B	TCGA-AZ-6601-11A	TCGA-AG-3882-01A	TCGA-D5-6540-01A	TCGA-AG-A01L-01A	TCGA-CA-6718-01A	TCGA-AZ-4315-01A	TCGA-A6-2681-01A	TCGA-AA-3947-01A	TCGA-CM-4752-01A	TCGA-AG-3593-01A	TCGA-CM-4747-01A	TCGA-AG-3893-01A	TCGA-A6-A566-01A	TCGA-AA-A01C-01A	TCGA-AA-3688-01A	TCGA-A6-3810-01A	TCGA-AA-A01X-01A	TCGA-AA-3534-01A	TCGA-A6-2677-01B	TCGA-AZ-4614-01A	TCGA-AG-3574-01A	TCGA-AA-3681-01A	TCGA-AA-A00Q-01A	TCGA-A6-2684-01C	TCGA-AA-A01K-01A	TCGA-QG-A5YV-01A	TCGA-AA-A02R-01A	TCGA-AA-3685-01A	TCGA-A6-3808-11A	TCGA-AG-3898-01A	TCGA-A6-6650-01B	TCGA-AA-A01R-01A	TCGA-AA-3956-01A	TCGA-AA-3494-11A	TCGA-QG-A5Z1-01A	TCGA-AA-3502-01A	TCGA-AA-3549-01A	TCGA-AG-A00C-01A	TCGA-AG-3878-01A	TCGA-EI-6917-01A	TCGA-A6-3810-11A	TCGA-AA-A010-01A	TCGA-AG-3902-01A	TCGA-NH-A50V-01A	TCGA-AG-3728-01A	TCGA-AG-3881-01A	TCGA-AZ-4682-01B	TCGA-CK-4951-01A	TCGA-AA-A00U-01A	TCGA-A6-5656-01B	TCGA-AA-A00R-01A	TCGA-AF-2691-01A	TCGA-CA-6717-01A	TCGA-AZ-4615-01A	TCGA-AA-3509-11A	TCGA-AA-3994-01A	TCGA-AG-A01W-01A	TCGA-AA-A01V-11A	TCGA-CM-4746-01A	TCGA-AA-A01T-11A	TCGA-A6-3810-01B	TCGA-AA-3495-01A	TCGA-AA-A02O-01A	TCGA-A6-6781-01A	TCGA-AA-3518-01A	TCGA-AY-4070-01A	TCGA-A6-2683-11A	TCGA-CA-5256-01A	TCGA-AA-3558-01A	TCGA-AA-A02O-11A	TCGA-AG-3999-01A	TCGA-AA-3502-11A	TCGA-A6-3809-01A	TCGA-AG-A01Y-01A	TCGA-AY-A54L-01A	TCGA-AA-3514-01A	TCGA-A6-2678-01A	TCGA-A6-2684-01A	TCGA-A6-6780-01A	TCGA-CM-4744-01A	TCGA-AG-3727-01A	TCGA-AF-2692-01A	TCGA-AA-A01S-01A	TCGA-A6-2683-01A	TCGA-AG-A014-01A	TCGA-AG-A011-01A	TCGA-AA-3812-01A	TCGA-A6-2680-01A	TCGA-AA-A00Z-01A	TCGA-AG-A032-01A	TCGA-A6-2674-01A	TCGA-AA-3970-01A	TCGA-A6-3807-01A	TCGA-A6-2671-01A	TCGA-AA-3968-01A	TCGA-A6-2676-01A	TCGA-AA-A01D-01A	TCGA-AA-A01R-11A	TCGA-AF-3913-11A	TCGA-A6-6141-01A	TCGA-AF-2689-01A	TCGA-A6-A565-01A	TCGA-AD-A5EK-01A	TCGA-AD-A5EJ-01A	TCGA-QG-A5YW-01A	TCGA-AA-A01S-11A	TCGA-AA-3672-01A	TCGA-AY-4071-01A	TCGA-AG-A015-01A	TCGA-AA-3977-01A	TCGA-AA-3529-11A	TCGA-QG-A5YX-01A	TCGA-AG-A020-11A	TCGA-AZ-4681-01A
Sneathia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shuttleworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Varibaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105263191784396	0.0200060707251429	0.0	0.0	0.0123287671232876	0.0	0.0	0.0	0.0	0.0	0.0621931260229132	0.0	0.0	0.0237092657706299	0.0	0.0	0.0	0.028150718793319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0125066944862276	0.0	0.0	0.0	0.0	0.031765840918247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133709264602375	0.0	0.0	0.0	0.0	0.0	0.0	0.0216843112986642	0.0260447305629328	0.0	0.0	0.0	0.0334632368534733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0251021756563962	0.0	0.0141979339021507	0.0	0.0	0.0	0.0	0.0243458051141807	0.0	0.0	0.0	0.0	0.0	0.0356440690308017	0.0144724962967014	0.0	0.0204299470702764	0.0	0.0	0.0219849892167812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0272272943955396	0.0	0.0	0.0	0.0	0.0	0.0	0.0136282475846031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0176416115675349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0128022098633686	0.0	0.0	0.0	0.0	0.0	0.0	0.0119732760917975	0.0	0.0	0.0	0.0	0.0	0.0	0.0225880566181482	0.0185553930465735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Allofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tannerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0110777923074399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parascardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tepidiphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerostipes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Morococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Histophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	0.0	0.0	0.0	0.0	0.0310803303179707	0.0503038470657233	0.0	0.0	0.0	0.0	0.0	0.0	0.012678762125005	0.1065001063102637	0.0	0.0	0.0	0.0383561643835616	0.0	0.0	0.0241237624268176	0.0119052709903098	0.0	0.011456628477905	0.0	0.0	0.0162469047248592	0.0134975945064763	0.0	0.0	0.0344952936728739	0.0	0.0	0.0	0.0	0.0599554986977186	0.0	0.0	0.0	0.0237431985629116	0.0349462972458158	0.0	0.0	0.0	0.0267435478915773	0.0403181827039289	0.0	0.0	0.0385269345510476	0.0	0.0	0.0	0.0	0.0825978199075964	0.025997955145368	0.0	0.0	0.0	0.0	0.0	0.0321105274729579	0.0	0.0	0.0185725108015943	0.0159017624453376	0.0433701161850937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0207711664762433	0.0115559247665905	0.0	0.0	0.02431994946504	0.0	0.0	0.0	0.0133484982288613	0.0	0.0345444555738685	0.0328110901484702	0.0103717206817652	0.028010388601665	0.0	0.0105015681561041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0323804898960679	0.0	0.0	0.0214215300725213	0.0	0.0	0.0	0.0	0.0	0.0	0.0405103673787941	0.0519851471008283	0.0	0.0	0.0	0.0	0.0	0.0151681625659142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022920489296636	0.0	0.0	0.0	0.0	0.0150750635015627	0.0	0.0	0.0	0.0	0.0111473023381055	0.0	0.0	0.0	0.0	0.0	0.0	0.0396168483516761	0.0	0.0	0.0	0.0200425409524657	0.0	0.0	0.0	0.0145898852424053	0.0	0.0	0.0	0.0	0.0	0.0119051681287178	0.0198684864148385	0.0	0.0	0.0156688242641932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271813798377828	0.0	0.0	0.0	0.0869691995995736	0.0	0.0	0.0384852596521524	0.0	0.0	0.0	0.0206681161235684	0.0	0.0	0.0	0.0332926164402198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135258890223376	0.0	0.0	0.0293609671848013
